doc_id,class,class_name,text
doc00544,2,George W. Bush,"Families with health insurance will pay no income on payroll tax-;or payroll taxes on $15,000 of their income. Single Americans with health insurance will pay no income or payroll taxes on $7,500 of their income. With this reform, more than 100 million men, women, and children who are now covered by employer-provided insurance will benefit from lower tax bills. At the same time, this reform will level the playing field for those who do not get health insurance through their job. For Americans who now purchase health insurance on their own, this proposal would mean a substantial tax savings, $4,500 for a family of four making $60,000 a year."
doc00545,3,William J. Clinton,"To that end, we must expand NATO by 1999, so that countries that were once our adversaries can become our allies. At the special NATO summit this summer, that is what we will begin to do. We must strengthen NATO's Partnership For Peace with non-member allies. And we must build a stable partnership between NATO and a democratic Russia. An expanded NATO is good for America, and a Europe in which all democracies define their future not in terms of what they can do to each other but in terms of what they can do together for the good of all-;that kind of Europe is good for America."
doc00546,2,George W. Bush,"My budget puts a priority on access to health care, without telling Americans what doctor they have to see or what coverage they must choose. Many working Americans do not have health care coverage, so we will help them buy their own insurance with refundable tax credits. And to provide quality care in low-income neighborhoods, over the next 5 years we will double the number of people served at community health care centers. And we will address the concerns of those who have health coverage, yet worry their insurance company doesn't care and won't pay. Together this Congress and this President will find common ground to make sure doctors make medical decisions and patients get the health care they deserve with a Patients' Bill of Rights."
doc00547,1,Barack Obama,"I recognize that in our democracy, no one should just take my word for it that we're doing things the right way. So, in the months ahead, I will continue to engage Congress to ensure not only that our targeting, detention, and prosecution of terrorists remains consistent with our laws and system of checks and balances, but that our efforts are even more transparent to the American people and to the world. Of course, our challenges don't end with Al Qaida. America will continue to lead the effort to prevent the spread of the world's most dangerous weapons. The regime in North Korea must know they will only achieve security and prosperity by meeting their international obligations."
doc00548,1,Barack Obama,"I don't agree with all their proposals, but they made important progress. And their conclusion is that the only way to tackle our deficit is to cut excessive spending wherever we find it, in domestic spending, defense spending, health care spending, and spending through tax breaks and loopholes. This means further reducing health care costs, including programs like Medicare and Medicaid, which are the single biggest contributor to our long-term deficit. The health insurance law we passed last year will slow these rising costs, which is part of the reason that nonpartisan economists have said that repealing the health care law would add a quarter of a trillion dollars to our deficit. Still, I'm willing to look at other ideas to bring down costs, including one that Republicans suggested last year: medical malpractice reform to rein in frivolous lawsuits."
doc00549,3,William J. Clinton,"My fellow Americans, higher education is more important today than ever before. We've created a new student loan program that's made it easier to borrow and repay those loans, and we have dramatically cut the student loan default rate. That's something we should all be proud of because it was unconscionably high just a few years ago. Through AmeriCorps, our national service program, this year 25,000 young people will earn college money by serving their local communities to improve the lives of their friends and neighbors. These initiatives are right for America, and we should keep them going."
doc00550,3,William J. Clinton,"If you know a child from a poor family, tell her not to give up; she can go on to college. If you know a young couple struggling with bills, worried they won't be able to send their children to college, tell them not to give up; their children can go on to college. If you know somebody who's caught in a dead-end job and afraid he can't afford the classes necessary to get better jobs for the rest of his life, tell him not to give up; he can go on to college. Because of the things that have been done, we can make college as universal in the 21st century as high school is today. And my friends, that will change the face and future of America."
doc00551,2,George W. Bush,"Businesses are opening. Health care centers are being established, and the boys and girls of Afghanistan are back in school. With the help from the new Afghan army, our coalition is leading aggressive raids against the surviving members of the Taliban and Al Qaida. The men and women of Afghanistan are building a nation that is free and proud and fighting terror, and America is honored to be their friend. Since we last met in this Chamber, combat forces of the United States, Great Britain, Australia, Poland, and other countries enforced the demands of the United Nations, ended the rule of Saddam Hussein."
doc00552,1,Barack Obama,"Look at Iran. Through the power of our diplomacy, a world that was once divided about how to deal with Iran's nuclear program now stands as one. The regime is more isolated than ever before. Its leaders are faced with crippling sanctions, and as long as they shirk their responsibilities, this pressure will not relent. Let there be no doubt: America is determined to prevent Iran from getting a nuclear weapon, and I will take no options off the table to achieve that goal."
doc00553,1,Barack Obama,"Right now because of loopholes and shelters in the Tax Code, a quarter of all millionaires pay lower tax rates than millions of middle class households. Right now Warren Buffett pays a lower tax rate than his secretary. Do we want to keep these tax cuts for the wealthiest Americans? Or do we want to keep our investments in everything else, like education and medical research, a strong military and care for our veterans? Because if we're serious about paying down our debt, we can't do both."
doc00554,1,Barack Obama,"With the bipartisan support of this Congress, we're providing new tax credits to companies that hire vets. Michelle and Jill Biden have worked with American businesses to secure a pledge of 135,000 jobs for veterans and their families. And tonight I'm proposing a veterans jobs corps that will help our communities hire veterans as cops and firefighters, so that America is as strong as those who defend her. Which brings me back to where I began. Those of us who've been sent here to serve can learn a thing or two from the service of our troops."
doc00555,1,Barack Obama,"And over the last 4 years, our emissions of the dangerous carbon pollution that threatens our planet have actually fallen. But for the sake of our children and our future, we must do more to combat climate change. Now, it's true that no single event makes a trend. But the fact is, the 12 hottest years on record have all come in the last 15. Heat waves, droughts, wildfires, floods-;all are now more frequent and more intense."
doc00556,2,George W. Bush,"In those days, people did not live as long. Benefits were much lower than they are today. And a half century ago, about 16 workers paid into the system for each person drawing benefits. Our society has changed in ways the founders of Social Security could not have foreseen. In today's world, people are living longer and, therefore, drawing benefits longer."
doc00557,3,William J. Clinton,"Already we have dismantled many of the blocs and barriers that divided our parents' world. For the first time, more people live under democracy than dictatorship, including every nation in our own hemisphere but one, and its day, too, will come. Now we stand at another moment of change and choice and another time to be farsighted, to bring America 50 more years of security and prosperity. In this endeavor, our first task is to help to build, for the very first time, an undivided, democratic Europe. When Europe is stable, prosperous, and at peace, America is more secure."
doc00558,3,William J. Clinton,"Now we must act to expand our exports, especially to Asia and Latin America, two of the fastest growing regions on Earth, or be left behind as these emerging economies forge new ties with other nations. That is why we need the authority now to conclude new trade agreements that open markets to our goods and services even as we preserve our values. We need not shrink from the challenge of the global economy. After all, we have the best workers and the best products. In a truly open market, we can out-compete anyone, anywhere on Earth."
doc00559,1,Barack Obama,"The President. Mr. Speaker, Mr. Vice President, Members of Congress, my fellow Americans: Today in America, a teacher spent extra time with a student who needed it and did her part to lift America's graduation rate to its highest levels in more than three decades. An entrepreneur flipped on the lights in her tech startup and did her part to add to the more than 8 million new jobs our businesses have created over the past 4 years."
doc00560,1,Barack Obama,"They're coaching Little League and helping their neighbors. One woman wrote to me and said, ""We are strained but hopeful, struggling but encouraged."" It's because of this spirit, this great decency and great strength, that I have never been more hopeful about America's future than I am tonight. Despite our hardships, our Union is strong. We do not give up."
doc00561,3,William J. Clinton,"For 30 years, family life in America has been breaking down. For 20 years, the wages of working people have been stagnant or declining. For the 12 years of trickle-down economics, we built a false prosperity on a hollow base as our national debt quadrupled. From 1989 to 1992, we experienced the slowest growth in a half century. For too many families, even when both parents were working, the American dream has been slipping away."
doc00562,2,George W. Bush,"These men are not given to idle words, and they are just one camp in the Islamist radical movement. In recent times, it has also become clear that we face an escalating danger from Shi'a extremists who are just as hostile to America and are also determined to dominate the Middle East. Many are known to take direction from the regime in Iran, which is funding and arming terrorists like Hizballah, a group second only to Al Qaida in the American lives it has taken. The Shi'a and Sunni extremists are different faces of the same totalitarian threat. Whatever slogans they chant when they slaughter the innocent, they have the same wicked purposes."
doc00563,3,William J. Clinton,"Tonight I propose the first ever national effort to reduce class size in the early grades. My balanced budget will help to hire 100,000 new teachers who've passed a State competency test. Now, with these teachers-;listen-;with these teachers, we will actually be able to reduce class size in the first, second, and third grades to an average of 18 students a class, all across America. If I've got the math right, more teachers teaching smaller classes requires more classrooms. So I also propose a school construction tax cut to help communities modernize or build 5,000 schools."
doc00564,2,George W. Bush,"If whole regions of the world remain in despair and grow in hatred, they will be the recruiting grounds for terror, and that terror will stalk America and other free nations for decades. The only force powerful enough to stop the rise of tyranny and terror and replace hatred with hope is the force of human freedom. Our enemies know this, and that is why the terrorist Zarqawi recently declared war on what he called the ""evil principle"" of democracy. And we've declared our own intention: America will stand with the allies of freedom to support democratic movements in the Middle East and beyond, with the ultimate goal of ending tyranny in our world. The United States has no right, no desire, and no intention to impose our form of government on anyone else."
doc00565,2,George W. Bush,"And out of chaos in Iraq would emerge an emboldened enemy with new safe havens, new recruits, new resources, and an even greater determination to harm America. To allow this to happen would be to ignore the lessons of September the 11th and invite tragedy. Ladies and gentlemen, nothing is more important at this moment in our history than for America to succeed in the Middle East, to succeed in Iraq, and to spare the American people from this danger. This is where matters stand tonight, in the here and now. I have spoken with many of you in person."
doc00566,2,George W. Bush,"These changes add up to significant help. A typical family with two children will save $1,600 a year on their Federal income taxes. Now, $1,600 may not sound like a lot to some, but it means a lot to many families: $1,600 buys gas for two cars for an entire year; it pays tuition for a year at a community college; it pays the average family grocery bill for 3 months. That's real money. With us tonight, representing many American families, are Steven and Josefina Ramos."
doc00567,2,George W. Bush,"Twelve years ago, Saddam Hussein faced the prospect of being the last casualty in a war he had started and lost. To spare himself, he agreed to disarm of all weapons of mass destruction. For the next 12 years, he systematically violated that agreement. He pursued chemical, biological, and nuclear weapons, even while inspectors were in his country. Nothing to date has restrained him from his pursuit of these weapons, not economic sanctions, not isolation from the civilized world, not even cruise missile strikes on his military facilities."
doc00568,1,Barack Obama,"I've heard it in the frustrations of Americans who've seen their paychecks dwindle or their jobs disappear, proud men and women who feel like the rules have been changed in the middle of the game. They're right. The rules have changed. In a single generation, revolutions in technology have transformed the way we live, work, and do business. Steel mills that once needed 1,000 workers can now do the same work with 100."
doc00569,1,Barack Obama,"But half of their factory went unused, and the recession hit them hard. Today, with the help of a Government loan, that empty space is being used to manufacture solar shingles that are being sold all across the country. In Robert's words, ""We reinvented ourselves."" That's what Americans have done for over 200 years: reinvented ourselves. And to spur on more success stories like the Allen Brothers, we've begun to reinvent our energy policy."
doc00570,2,George W. Bush,"To overcome dangers in our world, we must also take the offensive by encouraging economic progress and fighting disease and spreading hope in hopeless lands. Isolationism would not only tie our hands in fighting enemies, it would keep us from helping our friends in desperate need. We show compassion abroad because Americans believe in the God-given dignity and worth of a villager with HIV/AIDS or an infant with malaria or a refugee fleeing genocide or a young girl sold into slavery. We also show compassion abroad because regions overwhelmed by poverty, corruption, and despair are sources of terrorism and organized crime and human trafficking and the drug trade. In recent years, you and I have taken unprecedented action to fight AIDS and malaria, expand the education of girls, and reward developing nations that are moving forward with economic and political reform."
doc00571,3,William J. Clinton,"If we just keep on doing what we're doing, over 20 cents on the dollar will have to go to service the debt. Unless we have the courage now to start building our future and stop borrowing from it, we're condemning ourselves to years of stagnation interrupted by occasional recessions, to slow growth in jobs, to no more growth in income, to more debt, to more disappointment. Worse, unless we change, unless we increase investment and reduce the debt to raise productivity so that we can generate both jobs and incomes, we will be condemning our children and our children's children to a lesser life than we enjoyed. Once Americans looked forward to doubling their living standards every 25 years. At present productivity rates, it will take 100 years to double living standards, until our grandchildren's grandchildren are born."
doc00572,3,William J. Clinton,"While more Americans are living better, too many of our fellow citizens are working harder just to keep up, and they are rightly concerned about the security of their families. We must answer here three fundamental questions: First, how do we make the American dream of opportunity for all a reality for all Americans who are willing to work for it? Second, how do we preserve our old and enduring values as we move into the future? And third, how do we meet these challenges together, as one America? We know big Government does not have all the answers."
doc00573,3,William J. Clinton,"I propose to help other communities follow Chicago's lead. Let's say to them: Stop promoting children who don't learn, and we will give you the tools to make sure they do. I also ask this Congress to support our efforts to enlist colleges and universities to reach out to disadvantaged children, starting in the sixth grade, so that they can get the guidance and hope they need so they can know that they, too, will be able to go on to college. As we enter the 21st century, the global economy requires us to seek opportunity not just at home but in all the markets of the world. We must shape this global economy, not shrink from it."
doc00574,1,Barack Obama,"I will direct my Cabinet to come up with executive actions we can take, now and in the future, to reduce pollution, prepare our communities for the consequences of climate change, and speed the transition to more sustainable sources of energy. And 4 years ago, other countries dominated the clean energy market and the jobs that came with it. And we've begun to change that. Last year, wind energy added nearly half of all new power capacity in America. So let's generate even more."
doc00575,2,George W. Bush,"I hope you will join me in standing firmly on the side of the people. You see, the growing surplus exists because taxes are too high and Government is charging more than it needs. The people of America have been overcharged, and on their behalf, I am here asking for a refund. Some say my tax plan is too big. Others say it's too small."
doc00576,3,William J. Clinton,"But every one of us can change our tomorrows. And America's best example of that may be Lynn Woolsey, who worked her way off welfare to become a Congresswoman from the State of California. I know the Members of this Congress are concerned about crime, as are all the citizens of our country. And I remind you that last year we passed a very tough crime bill: longer sentences, ""three strikes and you're out,"" almost 60 new capital punishment offenses, more prisons, more prevention, 100,000 more police. And we paid for it all by reducing the size of the Federal bureaucracy and giving the money back to local communities to lower the crime rate."
doc00577,2,George W. Bush,"To promote peace in the broader Middle East, we must confront regimes that continue to harbor terrorists and pursue weapons of mass murder. Syria still allows its territory and parts of Lebanon to be used by terrorists who seek to destroy every chance of peace in the region. You have passed and we are applying the Syrian Accountability Act, and we expect the Syrian Government to end all support for terror and open the door to freedom. Today, Iran remains the world's primary state sponsor of terror, pursuing nuclear weapons while depriving its people of the freedom they seek and deserve. We are working with European allies to make clear to the Iranian regime that it must give up its uranium enrichment program and any plutonium reprocessing and end its support for terror."
doc00578,3,William J. Clinton,"I believe lobby reform and campaign finance reform are a sure path to increased popularity for Republicans and Democrats alike because it says to the voters back home, ""This is your House. This is your Senate. We're your hired hands, and every penny we draw is your money."" Next, to revolutionize Government we have to ensure that we live within our means, and that should start at the top and with the White House. In the last few days I have announced a cut in the White House staff of 25 percent, saving approximately $10 million."
doc00579,2,George W. Bush,"Laura has begun a new effort to recruit Americans to the profession that will shape our future, teaching. She will travel across America to promote sound teaching practices and early reading skills in our schools and in programs such as Head Start. When it comes to our schools, dollars alone do not always make the difference. Funding is important, and so is reform. So we must tie funding to higher standards and accountability for results."
doc00580,2,George W. Bush,"We've been through a lot together. We've met challenges and faced dangers, and we know that more lie ahead. Yet we can go forward with confidence, because the State of our Union is strong; our cause in the world is right; and tonight that cause goes on. God bless. See you next year."
doc00581,3,William J. Clinton,"Second, we ought to cut taxes $500 for families with children under 13. Third, we ought to foster more savings and personal responsibility by permitting people to establish an individual retirement account and withdraw from it, tax-free, for the cost of education, health care, first-time homebuying, or the care of a parent. And fourth, we should pass a ""GI bill"" for America's workers. We propose to collapse nearly 70 Federal programs and not give the money to the States but give the money directly to the American people, offer vouchers to them so that they, if they're laid off or if they're working for a very low wage, can get a voucher worth $2,600 a year for up to 2 years to go to their local community colleges or wherever else they want to get the skills they need to improve their lives. Let's empower people in this way, move it from the Government directly to the workers of America."
doc00582,3,William J. Clinton,"He gained a foothold for freedom, and at the age of 17, just a year older than his grandson who is up there with him today-; and his son, who is a West Point graduate and a veteran-;at 17, Jack Lucas became the youngest Marine in history and the youngest soldier in this century to win the Congressional Medal of Honor. All these years later, yesterday, here's what he said about that day: ""It didn't matter where you were from or who you were, you relied on one another. You did it for your country."" We all gain when we give, and we reap what we sow. That's at the heart of this New Covenant."
doc00583,1,Barack Obama,"[Laughter] That dream is why someone who began by sweeping the floors of his father's Cincinnati bar can preside as Speaker of the House in the greatest nation on Earth. That dream--that American Dream--is what drove the Allen Brothers to reinvent their roofing company for a new era. It's what drove those students at Forsyth Tech to learn a new skill and work towards the future. And that dream is the story of a small-business owner named Brandon Fisher. Brandon started a company in Berlin, Pennsylvania, that specializes in a new kind of drilling technology."
doc00584,2,George W. Bush,"For each life saved, we owe a debt of gratitude to the brave public servants who devote their lives to finding the terrorists and stopping them. Every success against the terrorists is a reminder of the shoreless ambitions of this enemy. The evil that inspired and rejoiced in 9/11 is still at work in the world. And so long as that's the case, America is still a nation at war. In the mind of the terrorists, this war began well before September the 11th and will not end until their radical vision is fulfilled."
doc00585,2,George W. Bush,"Mr. Speaker, Mr. Vice President, Members of Congress: It's a great privilege to be here to outline a new budget and a new approach for governing our great country. I thank you for your invitation to speak here tonight. I know Congress had to formally invite me, and it could have been a close vote."
doc00586,3,William J. Clinton,"I am ready to work with you. I say to those who make and market cigarettes, every year a million children take up smoking, even though it's against the law. Three hundred thousand of them will have their lives shortened as a result. Our administration has taken steps to stop the massive marketing campaigns that appeal to our children. We are simply saying: Market your products to adults, if you wish, but draw the line on children."
doc00587,2,George W. Bush,Please help me welcome Mayor John Street. Mayor Street has encouraged faith-based and community organizations to make a significant difference in Philadelphia. He's invited me to his city this summer to see compassionate action. I'm personally aware of just how effective the mayor is. Mayor Street's a Democrat.
doc00588,2,George W. Bush,"Now we must add to these achievements. By making our economy more flexible, more innovative, and more competitive, we will keep America the economic leader of the world. America's prosperity requires restraining the spending appetite of the Federal Government. I welcome the bipartisan enthusiasm for spending discipline. I will send you a budget that holds the growth of discretionary spending below inflation, makes tax relief permanent, and stays on track to cut the deficit in half by 2009."
doc00589,3,William J. Clinton,"Medicare must be protected, and it should cover prescription drugs, and we should take the first steps in covering long-term care. To those who would cut Medicare without protecting seniors, I say the solution to today's squeeze on middle class working people's health care is not to put the squeeze on middle class retired people's health care. We can do better than that. When it's all said and done, it's pretty simple to me. Insurance ought to mean what it used to mean: You pay a fair price for security, and when you get sick, health care's always there, no matter what."
doc00590,2,George W. Bush,"Two Members of the House and Senate are not with us tonight, and we pray for the recovery and speedy return of Senator Tim Johnson and Congressman Charlie Norwood. Madam Speaker, Vice President Cheney, Members of Congress, distinguished guests, and fellow citizens: The rite of custom brings us together at a defining hour when decisions are hard and courage is needed. We enter the year 2007 with large endeavors underway and others that are ours to begin. In all of this, much is asked of us. We must have the will to face difficult challenges and determined enemies and the wisdom to face them together."
doc00591,1,Barack Obama,"That is why it will be the goal of this administration to ensure that every child has access to a complete and competitive education, from the day they are born to the day they begin a career. That is a promise we have to make to the children of America. Already, we've made historic investment in education through the economic recovery plan. We've dramatically expanded early childhood education and will continue to improve its quality, because we know that the most formative learning comes in those first years of life. We've made college affordable for nearly 7 million more students--7 million."
doc00592,1,Barack Obama,"What comes of this moment is up to us. What comes of this moment will be determined not by whether we can sit together tonight, but whether we can work together tomorrow. I believe we can, and I believe we must. That's what the people who sent us here expect of us. With their votes, they've determined that governing will now be a shared responsibility between parties."
doc00593,1,Barack Obama,"But average wages have barely budged. Inequality has deepened. Upward mobility has stalled. The cold, hard fact is that even in the midst of recovery, too many Americans are working more than ever just to get by, let alone to get ahead. And too many still aren't working at all."
doc00594,3,William J. Clinton,"Second, America must look to the East no less than to the West. Our security demands it. Americans fought three wars in Asia in this century. Our prosperity requires it. More than 2 million American jobs depend upon trade with Asia."
doc00595,2,George W. Bush,"My budget will commit an additional $400 billion over the next decade to reform and strengthen Medicare. Leaders of both political parties have talked for years about strengthening Medicare. I urge the Members of this new Congress to act this year. To improve our health care system, we must address one of the prime causes of higher cost, the constant threat that physicians and hospitals will be unfairly sued. Because of excessive litigation, everybody pays more for health care, and many parts of America are losing fine doctors."
doc00596,3,William J. Clinton,"Based on decisions already made, we will have cut a total of more than a quarter of a million positions from the Federal Government, making it the smallest it has been since John Kennedy was President, by the time I come here again next year. Under the leadership of Vice President Gore, our initiatives have already saved taxpayers $63 billion. The age of the $500 hammer and the ashtray you can break on ""David Letterman"" is gone. Deadwood programs, like mohair subsidies, are gone. We've streamlined the Agriculture Department by reducing it by more than 1,200 offices."
doc00597,3,William J. Clinton,"As a Governor, I had the honor of working with the Reagan administration to write the last welfare reform bill back in 1988. In the last 2 years, we made a good start at continuing the work of welfare reform. Our administration gave two dozen States the right to slash through Federal rules and regulations to reform their own welfare systems and to try to promote work and responsibility over welfare and dependency. Last year I introduced the most sweeping welfare reform plan ever presented by an administration. We have to make welfare what it was meant to be, a second chance, not a way of life."
doc00598,2,George W. Bush,"To date, we've arrested or otherwise dealt with many key commanders of Al Qaida. They include a man who directed logistics and funding for the September the 11th attacks, the chief of Al Qaida operations in the Persian Gulf who planned the bombings of our embassies in east Africa and the U.S.S. Cole, an Al Qaida operations chief from Southeast Asia, a former director of Al Qaida's training camps in Afghanistan, a key Al Qaida operative in Europe, a major Al Qaida leader in Yemen. All told, more than 3,000 suspected terrorists have been arrested in many countries. Many others have met a different fate."
doc00599,3,William J. Clinton,"So I ask you all to begin by resisting the temptation to focus only on a particular spending cut you don't like or some particular investment that wasn't made. And nobody likes the tax increases, but let's just face facts. For 20 years, through administrations of both parties, incomes have stalled and debt has exploded and productivity has not grown as it should. We cannot deny the reality of our condition. We have got to play the hand we were dealt and play it as best we can."
doc00600,1,Barack Obama,"Because of this plan, 95 percent of working households in America will receive a tax cut; a tax cut that you will see in your paychecks beginning on April 1st. Because of this plan, families who are struggling to pay tuition costs will receive a $2,500 tax credit for all 4 years of college, and Americans who have lost their jobs in this recession will be able to receive extended unemployment benefits and continued health care coverage to help them weather this storm. Now, I know there are some in this Chamber and watching at home who are skeptical of whether this plan will work, and I understand that skepticism. Here in Washington, we've all seen how quickly good intentions can turn into broken promises and wasteful spending. And with a plan of this scale comes enormous responsibility to get it right."
doc00601,2,George W. Bush,"And finally, to keep this economy strong, we must take on the challenge of entitlements. Social Security and Medicare and Medicaid are commitments of conscience, and so it is our duty to keep them permanently sound. Yet we're failing in that duty. And this failure will one day leave our children with three bad options: huge tax increases, huge deficits, or huge and immediate cuts in benefits. Everyone in this Chamber knows this to be true, yet somehow we have not found it in ourselves to act."
doc00602,3,William J. Clinton,"The jobs they hold might otherwise be held by citizens or legal immigrants. The public service they use impose burdens on our taxpayers. That's why our administration has moved aggressively to secure our borders more by hiring a record number of new border guards, by deporting twice as many criminal aliens as ever before, by cracking down on illegal hiring, by barring welfare benefits to illegal aliens. In the budget I will present to you, we will try to do more to speed the deportation of illegal aliens who are arrested for crimes, to better identify illegal aliens in the workplace as recommended by the commission headed by former Congresswoman Barbara Jordan. We are a nation of immigrants."
doc00603,2,George W. Bush,"In 2005, the people of Afghanistan defied the terrorists and elected a democratic legislature. And in 2005, the Iraqi people held three national elections, choosing a transitional government, adopting the most progressive, democratic Constitution in the Arab world, and then electing a Government under that Constitution. Despite endless threats from the killers in their midst, nearly 12 million Iraqi citizens came out to vote in a show of hope and solidarity that we should never forget. A thinking enemy watched all of these scenes, adjusted their tactics, and, in 2006, they struck back. In Lebanon, assassins took the life of Pierre Gemayel, a prominent participant in the Cedar Revolution."
doc00604,3,William J. Clinton,"In 1992, the American people demanded that we change. A year ago I asked all of you to join me in accepting responsibility for the future of our country. Well, we did. We replaced drift and deadlock with renewal and reform. And I want to thank every one of you here who heard the American people, who broke gridlock, who gave them the most successful teamwork between a President and a Congress in 30 years."
doc00605,3,William J. Clinton,"We should be doing things in the open around here. For example, everybody ought to know if this proposal is going to endanger Social Security. I would oppose that, and I think most Americans would. Nothing has done more to undermine our sense of common responsibility than our failed welfare system. This is one of the problems we have to face here in Washington in our New Covenant."
doc00606,2,George W. Bush,"Lower taxes and greater investment will help this economy expand. More jobs mean more taxpayers and higher revenues to our Government. The best way to address the deficit and move toward a balanced budget is to encourage economic growth and to show some spending discipline in Washington, DC. We must work together to fund only our most important priorities. I will send you a budget that increases discretionary spending by 4 percent next year, about as much as the average family's income is expected to grow."
doc00607,1,Barack Obama,"Second, no American company should be able to avoid paying its fair share of taxes by moving jobs and profits overseas. From now on, every multinational company should have to pay a basic minimum tax. And every penny should go towards lowering taxes for companies that choose to stay here and hire here in America. Third, if you're an American manufacturer, you should get a bigger tax cut. If you're a high-tech manufacturer, we should double the tax deduction you get for making your products here."
doc00608,2,George W. Bush,"Yet one question has surely been settled: that to win the war on terror, we must take the fight to the enemy. From the start, America and our allies have protected our people by staying on the offense. The enemy knows that the days of comfortable sanctuary, easy movement, steady financing, and free flowing communications are long over. For the terrorists, life since 9/11 has never been the same. Our success in this war is often measured by the things that did not happen."
doc00609,1,Barack Obama,"One man who lost four of his brothers at war summed up the scene around him. ""This was a battlefield for most of my life,"" he said. ""Now we want to be free."" And we saw that same desire to be free in Tunisia, where the will of the people proved more powerful than the writ of a dictator. And tonight let us be clear: The United States of America stands with the people of Tunisia and supports the democratic aspirations of all people."
doc00610,2,George W. Bush,"And those benefits are scheduled to rise dramatically over the next few decades. And instead of 16 workers paying in for every beneficiary, right now it's only about 3 workers. And over the next few decades, that number will fall to just 2 workers per beneficiary. With each passing year, fewer workers are paying ever-higher benefits to an ever-larger number of retirees. So here is the result: Thirteen years from now, in 2018, Social Security will be paying out more than it takes in."
doc00611,3,William J. Clinton,"Defense conversion will keep us strong militarily and create jobs for our people here at home. As we protect our environment, we must invest in the environmental technologies of the future which will create jobs. This year we will fight for a revitalized Clean Water Act and a Safe Drinking Water Act and a reformed Superfund program. And the Vice President is right, we must also work with the private sector to connect every classroom, every clinic, every library, every hospital in America into a national information superhighway by the year 2000. Think of it: Instant access to information will increase productivity, will help to educate our children."
doc00612,3,William J. Clinton,"But today it just reaches barely over one-third of all the eligible children. Under this plan, every eligible child will be able to get a head start. This is not just the right thing to do; it is the smart thing to do. For every dollar we invest today, we'll save $3 tomorrow. We have to start thinking about tomorrow."
doc00613,2,George W. Bush,"My budget substantially reduces or eliminates more than 150 Government programs that are not getting results or duplicate current efforts or do not fulfill essential priorities. The principle here is clear: Taxpayer dollars must be spent wisely or not at all. To make our economy stronger and more dynamic, we must prepare a rising generation to fill the jobs of the 21st century. Under the No Child Left Behind Act, standards are higher, test scores are on the rise, and we're closing the achievement gap for minority students. Now we must demand better results from our high schools, so every high school diploma is a ticket to success."
doc00614,2,George W. Bush,"Last year Government spending shot up 8 percent. That's far more than our economy grew, far more than personal income grew, and far more than the rate of inflation. If you continue on that road, you will spend the surplus and have to dip into Social Security to pay other bills. Unrestrained Government spending is a dangerous road to deficits, so we must take a different path. The other choice is to let the American people spend their own money to meet their own needs."
doc00615,2,George W. Bush,And their vigilance is protecting America. Americans are proving once again to be the hardest working people in the world. The American economy is growing stronger. The tax relief you passed is working. Tonight Members of Congress can take pride in the great works of compassion and reform that skeptics had thought impossible.
doc00616,2,George W. Bush,"America and the world will not be blackmailed. America is working with the countries of the region, South Korea, Japan, China, and Russia, to find a peaceful solution and to show the North Korean Government that nuclear weapons will bring only isolation, economic stagnation, and continued hardship. The North Korean regime will find respect in the world and revival for its people only when it turns away from its nuclear ambitions. Our Nation and the world must learn the lessons of the Korean Peninsula and not allow an even greater threat to rise up in Iraq. A brutal dictator, with a history of reckless aggression, with ties to terrorism, with great potential wealth, will not be permitted to dominate a vital region and threaten the United States."
doc00617,2,George W. Bush,"That is the natural desire of an independent nation, and it is also the stated mission of our coalition in Iraq. The new political situation in Iraq opens a new phase of our work in that country. At the recommendation of our commanders on the ground and in consultation with the Iraqi Government, we will increasingly focus our efforts on helping prepare more capable Iraqi security forces, forces with skilled officers and an effective command structure. As those forces become more self-reliant and take on greater security responsibilities, America and its coalition partners will increasingly be in a supporting role. In the end, Iraqis must be able to defend their own country, and we will help that proud new nation secure its liberty."
doc00618,2,George W. Bush,"We cannot know the full extent of the attacks that we and our allies have prevented, but here is some of what we do know. We stopped an Al Qaida plot to fly a hijacked airplane into the tallest building on the west coast. We broke up a Southeast Asian terror cell grooming operatives for attacks inside the United States. We uncovered an Al Qaida cell developing anthrax to be used in attacks against America. And just last August, British authorities uncovered a plot to blow up passenger planes bound for America over the Atlantic Ocean."
doc00619,1,Barack Obama,"Thank you, Jill. Defending our freedom, though, is not just the job of our military alone. We must all do our part to make sure our God-given rights are protected here at home. That includes one of the most fundamental rights of a democracy: the right to vote. Now, when any American, no matter where they live or what their party, are denied that right because they can't afford to wait for 5 or 6 or 7 hours just to cast their ballot, we are betraying our ideals."
doc00620,3,William J. Clinton,We'll have to root out fraud and overcharges and make sure that paperwork no longer chokes your doctor. We'll have to maintain the highest American standards and the right to choose in a system that is the world's finest for all those who can access it. But first we must make choices. We must choose to give the American people the quality they demand and deserve with a system that will not bankrupt the country or further drive more Americans into agony. Let me further say that I want to work with all of you on this.
doc00621,3,William J. Clinton,"I know; I had one. I'm telling you, we have got to stop pointing our fingers at these kids who have no future and reach our hands out to them. Our country needs it, we need it, and they deserve it. So I say to you tonight, let's give our children a future. Let us take away their guns and give them books."
