median_house_value,population,latitude,longitude,total_units,vacant_units,median_rooms,mean_household_size_owners,mean_household_size_renters,built_2005_or_later,built_2000_to_2004,built_1990s,built_1980s,built_1970s,built_1960s,built_1950s,built_1940s,built_1939_or_earlier,bedrooms_0,bedrooms_1,bedrooms_2,bedrooms_3,bedrooms_4,bedrooms_5_or_more,owners,renters,median_household_income,mean_household_income
391.4,3060,39.01776,-120.986108,1260,148,5.8,2.57,2.46,2,5.4,22.1,26.1,13.8,13.3,7.3,5.3,4.7,2.2,6.6,33.7,39.1,13.4,4.9,82.5,17.5,72.647,77.057
342.2,6481,39.079114,-120.961663,2673,165,5.4,2.46,2.31,4.9,12,14.5,20.8,19.9,3.4,5.6,8.6,10.1,0,9.2,29.7,49.6,9.2,2.4,75,25,66.513,76.823
650.1,1686,39.298128,-120.161811,2480,1927,4.6,2.81,3.17,1.4,20.2,13.1,19.4,39.2,3.9,1.2,0,1.7,2.7,3.3,25.8,29,26.2,12.9,96.7,3.3,111.48,169.322
336.9,2934,39.177013,-120.854585,1491,420,4.4,2.35,2.33,3,6.9,11.2,16.9,15.9,11.4,8.8,11.1,14.9,2.4,11,39.8,35.1,8.3,3.4,85,15,67.533,74.98
632.4,909,39.163443,-120.149537,1260,869,4.5,2.22,3.02,0,5.9,5.3,3.8,39.4,29.4,8.6,2.1,5.4,3.3,5.2,11.1,45.2,22.1,13.2,51.9,48.1,61.976,69.878
536.5,709,39.078049,-120.155016,1557,1184,4.6,2.21,1.74,0.7,1.8,5.9,13.7,26.3,22.6,8.3,12.3,8.3,3.9,9.6,15.1,34.4,27.6,9.4,70.2,29.8,69.948,94.789
532.3,4396,38.764658,-121.237608,1813,169,6.4,2.88,2.07,25.6,72.8,1.7,0,0,0,0,0,0,0,20.6,15.3,21.2,33.8,9.2,68.8,31.2,89.348,118.087
455.8,3879,38.73708,-121.35329,1449,240,7.8,3.36,2.62,29.6,29.5,7,6.5,6.8,14.5,6.1,0,0,0,1.3,14.1,29.2,33.1,22.3,82.1,17.9,86.514,113.419
386.7,4840,38.776821,-121.284912,2096,147,5.5,2.85,2.58,10.5,56.5,24.5,6.2,2.3,0,0,0,0,3.4,21.9,15.7,26.9,25.7,6.4,52.7,47.3,78.365,87.57
378.8,4320,38.791435,-121.278306,1600,174,6.1,2.92,2.54,40.4,59.6,0,0,0,0,0,0,0,0,6.8,28.8,29.1,25,10.4,67.5,32.5,103.312,105.76
385.2,5175,38.799981,-121.278257,1898,94,5.7,3.24,2.37,9.2,73,16.3,0.6,0,0,0.3,0,0.7,1.8,12.6,20.9,21.4,25.8,17.4,56.1,43.9,86.04,93.381
405.4,6491,38.802061,-121.33277,1864,183,7.2,3.22,3.64,29.5,61.7,6.2,0,0,1.3,1.3,0,0,0,2.3,9.8,29,28.1,30.9,83.2,16.8,106.599,119.004
325.8,4365,38.877488,-121.309305,1331,75,7.5,3.16,2.91,48.8,45.2,0,2.9,0.8,2.3,0,0,0,0,0,7.6,29.4,48.5,14.6,85.4,14.6,94.188,105.033
282.7,4479,38.903214,-121.3251,1317,33,6.8,3.07,3.33,23.3,45.3,23.3,2.2,1.5,1.1,0,3.3,0,0,1.1,9.5,50.6,27.9,10.9,87.4,12.6,99.571,97.07
422,5159,38.847334,-121.266251,1548,66,7.8,3.32,3.51,41.6,56.2,0,1.6,0,0,0.6,0,0,0,0,0.8,35.9,44,19.4,83.5,16.5,106.08,128.114
444.6,4565,38.856834,-121.264148,2588,88,5.4,1.75,1.72,19.4,79.8,0.4,0,0.4,0,0,0,0,0,1.7,72.6,24.5,1.2,0,89.1,10.9,64.797,80.572
460.2,3347,38.870244,-121.281671,2034,102,5.5,1.76,1.88,2.2,74,22.1,0,0,0,1.8,0,0,0,1.3,61.2,37.2,0.4,0,88.5,11.5,68.144,74.74
418.1,3257,38.874789,-121.264856,1896,93,5.3,1.62,2.06,36.2,58.9,3.6,0,1.3,0,0,0,0,0,3.1,69.7,23.8,3.4,0,86.9,13.1,60.045,70.608
306.4,1161,39.913948,-120.898811,1294,716,4.9,1.95,1.89,1.9,1.2,15.4,18.2,19.2,6,15,8.8,14.2,2.7,13.4,48.2,25.8,9.3,0.6,74.6,25.4,46.613,64.431
206.7,4760,39.810681,-120.430724,3035,829,5.2,2.27,2.67,5,12.8,15.4,15.3,26.4,2.3,7.1,2.3,13.4,0,12,35.5,40.4,8,4.1,68.1,31.9,38.972,58.127
199.2,2785,40.119237,-120.9202,1763,453,4.9,1.91,2.41,0,7.3,4.7,27.5,15,9.6,8.8,8.8,18.3,7,17.8,40.6,23.5,11.1,0,64.6,35.4,30.417,42.79
416.8,1811,40.260037,-121.129011,3434,2110,5.4,1.85,1.54,3.5,7.2,19.4,30.8,25.3,4.9,6.8,1.6,0.5,0,2.2,26.3,55.6,14.2,1.8,74.8,25.2,69.716,89.394
235,6922,34.004768,-117.365969,1942,119,5.3,3.99,4.18,14.3,6.5,21.5,9.5,13,5.5,10.6,8.2,11.1,2.1,3.5,20,51.9,20.6,1.9,58,42,50.38,54.112
229.2,4497,33.982537,-117.37429,1769,454,3.3,2.58,2.58,0,4,0.5,13.3,14.9,14.6,9.5,7.3,36,17.8,39.5,29.2,8.6,2.4,2.5,14.5,85.5,28.967,43.289
313.3,6414,33.971224,-117.3662,1737,155,4.7,4.38,3.5,3.2,0.7,9.9,7.7,7.3,8.3,18.4,8.8,35.8,0,29,23,34,9.2,4.8,48.5,51.5,35.161,48.795
277.4,5095,33.970305,-117.354267,1496,155,4.9,3.5,4.18,14,0,13.4,12,18.1,6.8,20.4,10.4,4.9,3.4,10.6,32.2,37.4,13.7,2.7,55.7,44.3,40.712,50.089
304.3,2220,33.979079,-117.358878,540,76,4.4,4.19,4.42,0,3.7,5.6,15,5.2,5.9,17.6,2.6,44.4,0,14.1,48.1,30.2,6.1,1.5,44.4,55.6,36.354,40.093
255.8,3812,33.979388,-117.352893,1215,280,3.5,3.46,3.61,3.1,4,2.8,2.6,15.2,24.9,35.4,4.7,7.3,2.3,47.9,28.6,11,7,3.1,15.7,84.3,29.674,35.959
646.9,5249,33.921667,-117.363377,1823,130,8,3.01,2.9,4.7,20.7,20.6,29.7,18.7,1.4,2,1.5,0.5,0,0,0.4,23,51.2,25.3,94.6,5.4,156.182,201.034
410.7,3285,33.937974,-117.37228,1330,10,7.1,2.58,3.04,0.9,0.6,3.5,27.6,44.7,13,8,0,1.8,0,0,3.2,45.5,43.4,8,90.6,9.4,104.702,154.848
458.9,2978,33.955113,-117.359868,1116,63,7,2.82,2.87,0.9,0.9,3.2,3.2,7.9,29.5,44,1.7,8.7,0,0,4.7,49.2,39,7.1,95,5,115.236,124.083
300.7,5598,33.966752,-117.388152,2325,16,5.6,2.47,2.81,0,0,1.5,1.7,6.2,8.3,14.3,13.2,54.7,0.7,12.4,39.8,36.5,7.4,3.2,63.1,36.9,62.426,82.897
272.9,6973,33.963205,-117.409623,2613,189,5.3,3.2,2.32,1.3,1.6,6.8,7.7,10.6,16.4,34.5,12.3,8.8,0.7,12.3,17.8,55.6,12.1,1.4,69.4,30.6,48.913,62.309
216.4,3308,33.956886,-117.433152,895,49,5.6,3.91,6.44,1.3,1.1,0.9,14.2,7.9,27.6,39.6,0.8,6.6,2,0.1,13,49.8,25.1,9.9,87.2,12.8,58.415,66.393
248,5622,33.951686,-117.40887,2379,189,4.6,2.94,1.91,8.6,15.6,0,7,4,9.6,41,7.4,6.9,3.7,26.1,26.2,36.6,5.8,1.6,48.7,51.3,37.736,53.28
182.9,4559,33.951869,-117.423675,1246,56,5.3,3.35,4.14,1.8,6.3,1.8,3.8,9.6,14.8,51.7,5.9,4.4,0.8,6.7,20.6,46.5,25.3,0,70.8,29.2,41.25,48.804
269.7,6878,33.941519,-117.383435,2303,167,5.8,2.83,3.13,0,4.4,3.5,2.6,21.9,7.6,53.5,1.3,5.2,0,5.1,14.7,60.1,18.6,1.4,73,27,62.698,71.718
223.3,6518,33.940916,-117.420728,2438,214,4.6,3.05,2.55,0,1.6,0.4,7.4,25.2,8.4,50.9,3.4,2.8,7.1,14.7,31.8,37.6,8.1,0.7,45.8,54.2,55.506,56.923
237.3,7387,33.930377,-117.430918,2038,260,4.8,3.61,2.84,6,1.1,11.6,10.8,13.4,13.9,36.6,5.7,0.7,3.1,21.1,24.9,33.1,16.4,1.4,47.8,52.2,49.219,63.073
232.7,8020,33.940373,-117.443869,2672,144,5.3,3.58,2.55,0,0.9,2.1,13.6,17.6,22,39.6,3.3,0.9,0,11,21.6,48.5,17.7,1.2,68.6,31.4,52.222,63.297
233.2,4390,33.916101,-117.446669,1345,141,5,4.5,3.36,4.7,0,10.3,3.5,17.5,5.4,39,11.6,8.1,3,10.3,33.3,31.6,15.8,6,47.2,52.8,46.351,52.299
245.6,5314,33.927077,-117.448634,1721,44,4.8,3.55,3.61,2.6,0,1.7,3.4,42.9,11.8,25.9,6,5.7,0,11.2,43.7,36.7,7.4,1,47.3,52.7,49.699,58.805
736.6,2943,33.919988,-117.398773,880,63,6,3.22,4.34,0.5,5.5,11,0.3,22.6,21.4,23.1,2.5,13.2,1.3,1.1,15.5,41.9,23.9,16.4,70.9,29.1,49.232,95.429
265.3,2387,33.90171,-117.446425,778,39,6,3.4,3.95,5.1,0,0,17.5,28.8,21.9,14.3,4.2,8.2,0,0,4,54,38.2,3.9,84.7,15.3,81.507,96.168
266.1,3611,33.909276,-117.436965,1203,23,6,4.38,2.47,8.6,15.2,8.6,7.7,47.9,7.9,4.1,0,0,0,15,11,32.5,34.2,7.4,68.2,31.8,66.619,80.927
230.2,5284,33.918666,-117.423284,1886,11,5.3,3.3,2.74,5.4,8.7,16.2,23.2,32.1,6.1,7.7,0,0.5,1.3,15,15.3,37.3,27.5,3.7,52.2,47.8,54.046,64.032
287.5,4287,34.014308,-117.402776,982,53,5.3,4.77,4.8,0,4.8,5.7,15.9,15.9,17.6,17.5,18.4,4.2,1.7,1.4,25.9,35.6,27.1,8.2,58.6,41.4,46.301,54.005
284.9,4630,34.017786,-117.427127,1144,35,5.9,3.83,4.16,1.6,0,7.5,39.9,13.2,2.4,19.7,14.7,1,2.6,1.6,21.4,40.1,34,0.3,73.3,26.7,64.792,83.289
78.7,3626,33.993777,-117.40642,990,27,4.4,3.91,5.21,0,0,2,32.1,22.4,7.6,18.6,8.4,8.9,0.9,29.9,35.3,28.6,3,2.3,41.7,58.3,29.303,41.174
171,7857,34.000265,-117.421217,2300,24,4.7,3.93,3.46,5.2,12.8,6,10.5,17.1,14.7,30.7,3,0,2.5,21.2,23.1,39.9,13.3,0,60.6,39.4,37.328,55.23
304.5,7308,33.994759,-117.441402,2216,35,6.8,3.61,3.73,6.6,4.1,19.9,30.4,16.3,17.3,4.6,0.9,0,0.6,0,2.1,45.1,46.2,6,85.7,14.3,81.418,97.652
279.4,3243,34.00817,-117.450213,876,71,5.4,4.11,3.39,0,2.2,13.2,16,19.2,17.1,19.6,10.2,2.5,10.3,7.3,22,24,32.2,4.2,75.7,24.3,49.969,71.02
267.3,4224,33.976395,-117.483391,1102,10,5.6,3.59,3.04,3.1,3.6,2.9,9.5,43.4,14.2,18,4.4,1,0,16,8.8,47.6,25.6,2,69.5,30.5,62.879,63.691
353.2,5801,33.992851,-117.496061,1468,223,5.5,3.98,3.91,0.7,9.1,1.8,9.2,28.2,22.3,18.6,4.2,5.9,1,6.2,24.9,37.3,20,10.6,62.6,37.4,67.694,63.34
251.5,3309,33.97371,-117.457064,938,132,5.4,3.55,3.52,0,15,19.4,63.4,2.1,0,0,0,0,2.1,0,12.2,64.1,20.5,1.2,83,17,64.384,71.391
359,5353,33.987496,-117.463489,1755,134,6.7,3.19,3.48,6.8,4.3,14.8,41.1,25.2,3.1,0.7,1,3.1,6.8,0.7,5.6,37.3,42.7,6.8,77,23,69.77,77.769
209.5,6878,34.008726,-117.475781,1899,40,5.7,3.81,3.28,0.7,10.4,13.8,29.2,20.9,6.7,8.3,4.9,5,0,5.5,30.5,32.5,24.4,7,77.1,22.9,54.332,61.773
266.3,6202,34.018738,-117.493799,1579,149,4.7,4.28,4.3,15.1,4.6,9,11,5.8,15.6,26.7,7.2,5.1,3.4,7.8,37.5,45.3,4.5,1.5,56.9,43.1,51.296,57.559
217.2,3876,34.026331,-117.511339,1938,152,4.1,4.07,1.61,1.2,0,1.5,28.3,10.1,34.5,16.4,7.5,0.5,8.9,24.7,36.8,13.9,15.6,0,28.3,71.7,30.877,40.339
280.5,2376,33.970531,-117.530735,670,79,5.4,4.09,3.56,3.1,7.8,0,10.1,30.3,35.1,6.1,6.3,1.2,4.5,8.7,32.4,34.8,19.7,0,64.3,35.7,35.625,53.556
376.4,5541,33.985985,-117.531545,1559,68,6.7,3.7,5.08,1.9,1.3,0.6,42.5,51.8,0,1.4,0,0.6,0,0,1.9,31.8,61.4,4.9,90.9,9.1,86.817,91.26
226.6,3543,33.99631,-117.514229,796,59,5.1,3.7,4.06,6.4,0.9,5.7,14.1,15.7,10.6,24,17.7,5,3.1,4.9,33.2,38.2,19.3,1.3,52.2,47.8,52.567,58.311
294.5,3329,33.983101,-117.514248,835,56,5.4,4.05,3.61,3.2,1.1,3,18.7,18.7,10.7,21.3,6.7,16.6,1.3,2.6,20.5,55.9,18.8,0.8,81.3,18.7,49.219,62.602
378.5,9317,33.982014,-117.562984,2648,282,6.6,3.87,3.18,34,52,4.2,2.4,3.3,3.3,0,0,0.9,0.9,3.6,30.4,20.1,24.8,20.3,67,33,95.074,146.213
442.6,8422,33.949529,-117.600647,1917,134,8.1,4.02,4.96,88.3,6.7,0,0.4,0,1,3.6,0,0,0,1.2,2.8,13,30.5,52.5,84.7,15.3,120.417,126.108
468.7,7640,33.958767,-117.588427,1908,115,8.1,3.85,4.84,25.6,66.8,2.3,0,0,0.6,1.8,0,2.8,0,0,2.7,7.9,41.4,48,87.8,12.2,123.886,128.192
433.2,12842,33.964548,-117.576581,3292,95,7.8,3.93,4.24,35.9,57.5,2.5,1.8,0.3,0,0,0,2.1,0.3,0,0,20.4,41.9,37.4,91,9,113.967,128.366
392.9,9024,33.968982,-117.556445,2378,75,7.4,4.28,5.72,36.4,55,8.2,0,0,0,0.2,0,0.3,0.8,1.3,7.6,8.7,54.1,27.5,90.9,9.1,112.033,117.017
450.1,7610,33.950709,-117.570628,1904,70,8.1,4.73,4.68,73,25.3,0,0,0,0.9,0,0,0.8,1.9,0,0.9,11.9,34.5,50.9,84.7,15.3,110.853,125.805
450,2248,33.936358,-117.57008,735,0,7.2,3.62,2.88,0,6.3,9.5,36.9,33.6,8.6,3.3,1.9,0,1.6,0,2.7,40.8,30.9,23.9,93.3,6.7,99.583,120.403
419.4,2746,33.940723,-117.546047,1036,87,5.9,2.91,3.69,0,3.2,3.5,3.9,21.8,17.9,26.1,9.1,14.7,0,5.7,13.1,54.5,18.1,8.5,77.4,22.6,67.868,73.778
400.5,2780,33.943558,-117.532297,1022,154,5.8,3.2,3.17,0,1.6,0,10,25.8,26.7,25.1,8.2,2.5,1.7,3.3,21.9,40.1,23.2,9.8,73.6,26.4,87.708,102.059
391,2995,33.910489,-117.598856,898,48,6.5,3.61,4.63,0,1.8,59.9,11.7,23.6,3,0,0,0,0,0,5.5,37.8,49.9,6.9,94.4,5.6,89.426,101.807
380.5,3391,33.905836,-117.590626,1036,48,6.7,3.37,4.48,0,1.2,1.3,64,25.5,8.1,0,0,0,0,0,4.3,51.3,37.8,6.6,80.1,19.9,106.196,123.751
321.3,7008,33.897836,-117.574085,2193,89,4.8,4.57,3.22,0.6,10,22.5,39,15.6,6.2,6,0,0,1.7,12.3,32.9,28.4,23.1,1.6,51.1,48.9,58.488,65.062
306.5,3353,33.893036,-117.554294,1009,59,6.1,3.48,4.49,6.2,14.5,45.8,6.8,2.2,21.5,3,0,0,0,0,9.7,50.1,21.3,18.8,85.2,14.8,83.75,103.235
426.8,3480,33.923925,-117.547257,1200,112,5.8,3.14,1.91,0,0,5.7,15.1,18.4,30.9,21.7,4.3,4,0,13.3,14.8,40.3,24.8,6.8,71,29,66.7,80.414
548.6,6080,33.91545,-117.536363,1974,171,7.2,3.53,2.83,9.7,40.6,2.8,3.9,21,13.3,4.2,2.6,2,0.6,0.7,3.2,29.7,40.6,25.2,88.6,11.4,92.829,117.48
334.5,4782,33.896214,-117.519952,1679,100,5.2,2.97,3.03,2.6,3.3,65.8,23.9,2.2,0,2.3,0,0,0,10.5,31.6,38.4,15.1,4.4,55.4,44.6,86.949,89.026
345.8,5691,33.891485,-117.528193,2004,238,5,3.3,3.1,0,12,50.6,31.9,2.9,2,0,0,0.6,0,15.4,33.1,25.5,18.8,7.1,46.7,53.3,77.027,81.769
267.4,2626,33.919308,-117.5007,811,68,5.8,2.89,2.85,4.3,1.2,0,1.4,6.3,37,30.2,7.8,11.8,0,7.2,24.9,36,26.1,5.8,68.5,31.5,66.534,69.593
284.3,3655,33.929591,-117.496889,982,90,5.9,3.45,5.78,1.1,0.4,13,39.4,16.3,10.6,9.9,4.7,4.6,1.6,1.2,10.4,55.5,29.9,1.3,72.6,27.4,63.333,72.033
225.9,2832,33.949331,-117.464541,821,24,4.5,4.51,3.25,3.2,4.5,0.6,6.1,25,16.6,37.6,5.1,1.3,11,16.3,21.9,34.3,14.1,2.3,48.2,51.8,37.468,57.803
223.1,3312,33.952336,-117.472323,866,39,5.8,4.68,4.39,1.5,0,5.3,17.8,59.8,9.5,4.8,0.9,0.3,0,6.8,16.6,31.6,40.9,4,80.9,19.1,45.288,65.095
272.8,4590,33.95514,-117.471595,1446,44,5,3.79,3.38,0,1,13.1,25.4,39.8,6,6.6,5.7,2.3,3.7,20.1,21.5,31.1,21.2,2.4,40.2,59.8,42.378,54.293
239.1,5139,33.941974,-117.464657,1177,57,4.4,5.67,4.48,0,12.6,3,7,17.3,17.9,17.7,24.6,0,8,18,34.1,25.1,14.9,0,16.6,83.4,34.286,44.505
230.6,4185,33.940528,-117.485725,1053,122,5.1,3.46,4.63,1.2,2.3,10.1,15.6,14.4,9.5,33.6,9.9,3.4,2.1,3,31.4,44.4,16.1,2.8,57.7,42.3,57.12,65.162
238.3,4458,33.935142,-117.469852,1036,48,5.2,4.6,5.71,0,6.4,1.3,6,7.7,10,63.3,5.3,0,2,2.8,13,64.5,14.4,3.3,77.3,22.7,47.3,59.547
195.6,3545,33.933251,-117.457374,1026,71,4.4,4.62,2.85,0,4,1.2,21.2,47.1,7.8,15.9,2.9,0,0,28.9,24.6,32,13.8,0.7,47.6,52.4,53.288,61.176
287.6,3473,33.929331,-117.484081,893,96,5.8,4.41,5.63,4.4,10.9,2.9,26.3,24,11,12.2,5.6,2.8,0,2.1,23.9,43,28,3,63.5,36.5,75.893,88.324
301,3725,33.891644,-117.472375,983,17,6.2,3.77,3.83,1.4,6.2,6.7,44,25.9,9.9,5.8,0,0,0,2,11.8,54.5,28.4,3.3,85.9,14.1,80.282,78.914
174.5,4096,33.891329,-117.487202,1291,107,5.3,3.4,3.37,3.6,0,3.1,34,50.3,9,0,0,0,0.8,0.7,29.4,40.7,28,0.4,88.8,11.2,66.304,67.993
367.8,5968,33.902973,-117.485776,2057,102,4.7,3.56,2.62,3.1,16.5,16.7,32.7,26.3,2.9,0.5,1.3,0,1,18,33.5,17.2,22,8.4,41.2,58.8,70.221,81.504
254.2,5830,33.911291,-117.472618,1835,166,4.3,3.02,3.31,10.3,1.2,13.6,19.5,17.5,20,16.9,0,1,1.1,21.8,37.5,24.3,14.7,0.5,42.1,57.9,43.918,50.744
223.6,4017,33.904528,-117.468393,1483,127,4.1,4.01,2.88,3,5.5,1.8,30,30.5,13.7,10.3,3.1,2,0.8,24.7,50,17.1,7.4,0,32.8,67.2,52.5,54.853
421.4,14898,33.874027,-117.468623,4445,405,7.2,3.65,3.33,16.2,32.4,21.1,25.2,3.8,1.1,0.2,0,0,0.2,0.4,3.3,25.2,48.1,22.9,90.7,9.3,95.425,108.517
163.5,3187,33.877673,-117.514998,828,22,5.7,3.5,5.06,0,0,8.8,24.8,30.2,28.5,5.6,0,2.2,1.7,3.7,25.8,28.6,31.6,8.5,74.6,25.4,36.161,49.366
145.1,2053,33.883384,-117.575224,488,23,5.3,4.12,5.65,4.7,0,4.7,5.7,17.6,8.2,26.6,16.4,16,0,0,35.7,47.7,16.6,0,51,49,44.418,46.39
230.8,6230,33.874646,-117.563341,1708,170,4.3,4.41,3.55,1.6,0.9,3.5,25.2,10.3,8.5,13.5,9.7,26.8,3.3,21.4,44,24.2,5.9,1.3,32.8,67.2,36.059,44.924
311.1,4572,33.867286,-117.576869,1305,0,5.9,3.69,3.66,0,0,2.1,5.3,23.7,34.9,19.5,3.4,11.2,0,1.5,14,47.5,32.1,4.9,76.3,23.7,63.477,75.406
56.9,5695,33.878275,-117.58816,1719,109,3.9,2.67,3.5,10,5.6,9.4,28.9,22.5,8.6,7.4,7.6,0,4.2,25.1,65,5.8,0,0,17.7,82.3,32.42,40.662
258,3908,33.876642,-117.577858,948,59,4.8,4.09,4.79,7.5,7,1.9,9.3,11,3.2,22.7,20.4,17.2,3.2,5,45.1,32.1,11.4,3.3,44.3,55.7,38.688,51.309
472.3,6475,33.838912,-117.582322,1773,155,7.4,3.56,4.67,16.4,36.9,42.2,3.4,0,0.3,0,0.7,0,0,0.4,0.5,33.2,36.7,29.2,86.3,13.7,106.273,119.443
478.9,3989,33.85237,-117.5994,1220,15,7.3,3.18,3.4,2.9,20,14.3,42,17.9,2.9,0,0,0,0,0.2,2.8,21.8,67.4,7.8,91.5,8.5,107.316,131.374
335.1,5799,33.86429,-117.592261,1963,141,5.3,3.54,3.07,2.5,0,16.1,49.8,26.9,3.7,0.4,0.6,0,1.8,13.8,20.5,34.1,26.2,3.6,52.7,47.3,70.335,84.355
436.6,4255,33.85078,-117.587063,1184,23,7.1,3.7,3.48,0,9.6,74.6,15.8,0,0,0,0,0,0,0,1.9,30,59.5,8.6,91.7,8.3,109.938,116.738
282,2400,33.859898,-117.576465,669,12,5.8,3.31,4.09,6.7,3.3,6.3,10,36.2,25,10.9,0,1.6,0,0,6.1,60.1,30,3.7,93,7,71.44,79.394
440.6,6852,33.846643,-117.572552,1824,86,7.2,3.82,2.35,4.4,37.3,45.1,2,1.3,5.1,0.8,2.6,1.4,2.1,3.8,1.7,22.6,40.5,29.2,88.4,11.6,110.941,124.07
305.6,5834,33.855466,-117.547024,2062,58,4.7,3.16,2.31,3.9,9.3,24,45.5,10.3,6.4,0,0,0.6,0.7,22,28.9,21.3,19.1,8,48.2,51.8,58.068,65.187
428.8,5665,33.844295,-117.548967,1575,22,7.5,3.85,4.25,2.5,27.5,62.9,3.2,1.8,1.6,0,0.6,0,0,0,0,23.4,49.5,27.2,91.6,8.4,126.477,142.554
353.8,3319,33.861602,-117.563536,1055,41,6.6,3.36,3.61,1.1,2.2,1.1,11,14.7,44.4,13.9,1,10.5,0,0.8,4.5,47.7,32.7,14.4,92.9,7.1,85.5,91.13
263.4,6698,33.867369,-117.553095,2097,168,4.8,3.62,3.02,2.5,0.8,7.4,41.9,16.1,6.4,17.5,2.5,4.9,4.8,22.3,27.1,24.6,17.6,3.6,49.5,50.5,43.78,54.801
321,4786,33.878311,-117.637195,1529,83,6.3,3.65,3.87,1.6,1.9,7.8,36.7,23.5,14.3,11.8,2.4,0,0,1.7,4.9,50.9,40.9,1.6,86.7,13.3,77.201,93.309
227.4,6360,33.870052,-117.597921,2003,128,5.2,3.4,3.57,0.5,0,3,17.3,51.8,25.5,0.8,0.6,0.4,0,11.6,31.5,34.1,22.8,0,63.3,36.7,53.022,63.695
394.7,4990,33.837372,-117.526067,1477,103,6.2,3.94,2.83,5,0.6,4.9,31,19.4,21.9,11.1,0.7,5.5,2,6.8,14.8,32.8,30,13.5,76.6,23.4,72.83,92.948
322.1,6342,33.782078,-117.494479,2312,91,5.3,2.44,2.96,14.7,38.1,12.7,33.3,1.1,0,0,0,0,0,3.4,44,28.4,17.6,6.6,80.3,19.7,76.106,92.295
399.6,10258,33.771447,-117.492067,3768,424,6.6,3.04,3.63,40.3,28.7,28.6,0.4,0,1.3,0.4,0.4,0,0,3.7,19.9,19.1,37.7,19.6,86.3,13.7,102.648,116.835
432.1,5776,33.875632,-117.63186,1795,51,6.6,3.45,3.6,5.9,6.2,27.7,55.6,2.5,1.3,0,0,0.7,0,0,10.2,29.9,50.3,9.6,86.1,13.9,125.214,128.317
453.1,5478,33.865906,-117.61946,2031,208,6.2,3.35,2.25,1.5,4.7,38.5,40.1,6.6,6.6,1.9,0,0,0,14.8,16.9,32.3,27.8,8.3,75.4,24.6,93.494,104.394
466.9,3165,33.887153,-117.374206,1086,33,7.4,3.06,3.49,7.2,2,0.6,28,49.4,6.3,4.1,2,0.4,0,2.7,3.3,34,50.3,9.8,93.4,6.6,102.695,109.857
459.9,5102,33.895251,-117.341748,1450,94,8,3.81,2.71,27,19.2,10.2,21.2,13.7,1.7,2.1,3.9,1,0,2.3,6.5,17.4,38.5,35.4,92.1,7.9,128.654,129.187
400,4339,33.796438,-117.377088,1628,257,6.6,3.11,3.06,5.6,11,19.3,27.5,30.3,2.9,2.1,0.4,0.9,3.4,0.4,22.2,30.6,32.6,10.8,92.3,7.7,70.417,93.607
381.7,7082,33.858327,-117.369913,2246,182,7,3.56,3.39,13.8,16.3,11.9,28.7,23.6,2.8,2.5,0.5,0,0.6,0,2.5,40.4,47.9,8.5,92.6,7.4,95.156,103.947
325.8,6242,33.910213,-117.320938,2182,108,6,3.58,2.32,2.5,56.3,29.4,1.8,8.4,1.6,0,0,0,0,8.9,26.1,24.6,19.7,20.7,60.9,39.1,69.853,89.567
344.1,8333,33.894939,-117.301229,2337,102,7.4,3.59,3.25,4.2,27.5,51.9,14,0,0.8,1.5,0,0,0,0.8,1.5,20,58.3,19.5,86.5,13.5,99.256,112.869
380.5,10516,33.890758,-117.322094,2828,81,7.5,3.55,3.76,11,41.2,19.8,27.2,0.9,0,0,0,0,0,2.6,1.7,21.9,46.3,27.6,83.5,16.5,102.679,107.611
310,5620,33.957713,-117.331158,2821,726,4.1,2.33,2.36,8.6,7.5,23.2,8.8,28.1,18.3,2.8,1.2,1.6,0,23.5,45.7,20,10.1,0.6,33,67,58.136,67.65
429.1,3017,33.938729,-117.338996,1217,85,6.6,2.58,2.09,7.2,9.3,8.4,28.4,30.6,15.2,0.9,0,0,0,7.3,20.5,25.2,39.5,7.5,69.9,30.1,91.212,118.893
427.5,2378,33.941586,-117.346004,963,18,7.3,2.77,2.59,1.1,2,1.8,7.2,29.6,55.6,1,0,1.8,0,1.8,3.9,42.3,38.7,13.3,90.5,9.5,104.861,109.106
103.6,4579,33.982451,-117.343379,1591,325,4,2.42,2.61,1.1,13.1,6.1,33.4,24.8,13.4,4.5,3.7,0,1.9,26,55,16.3,0.5,0.4,33.9,66.1,37.976,38.177
258.3,4761,33.986041,-117.334216,2046,601,3.8,2.21,2.63,2,2.1,15.2,24.3,37.7,15.4,2.9,0.3,0,1.5,37.1,52.8,4.4,4.2,0,10.7,89.3,37.104,44.074
283.1,6727,33.947557,-117.278849,2122,245,5.9,3.49,3.81,2.6,7.9,19.7,62.5,5.3,1,0.6,0,0.3,2.9,7.9,15.8,33.8,28.7,10.9,63.5,36.5,62.091,79.912
312.8,6316,33.972823,-117.27473,1885,106,6.9,3.18,4.05,4.7,2.7,29,42.3,3.5,7.9,7.5,2.4,0,0,0.4,4.5,38.4,44.5,12.2,83.6,16.4,73.945,86.774
227.4,6782,34.01325,-117.338225,2252,170,4.9,3.73,3.36,3.2,14.1,5.3,15.9,16.2,15.9,17.2,7,5.2,0.5,14.3,21.7,44.5,17.3,1.7,57.8,42.2,44.877,60.461
