doc_id,industry,text
doc00642,3,"still thinking.... i talked about my urlLink anti-quality-image rant a couple posts ago to Greg & Lynn at Muggswigz the other night ... i was saying that middle - low brow evangelicals got money in the last decade and started to get embarrassed about how lo-fi their gospel was -- so they started developing sheen for their gospel. Started to think that gloss would be worth their while. and i was ranting that that seemed so false -- that that image-conciousness seems in direct opposition to Jesus' tendency to minister to Samaritans, Lepers, Cripples & Children. (Harry points out that in that culture -- children were a pure liability -- the likelihood is that they would die before adulthood but cost you lots in the meanwhile...hard for us to imagine given our child-centric culture.) So Greg, sent an incisive challenge across the table...yeah, so, but you can't say the opposite is true can you? that the gospel is served by purposely NOT trying to present it with subtlety and clarity, style and beauty? i'm always wondering whether or not this isn't one of those places where my values clash. Sometimes Liberals value asceticism because of its connection to social justice -- if i sacrifice and live on less then someone else can live on more. ascetics are not always the best of bed fellows with aesthetics. And here's where liberals might frown at artists -- Judas protests to Jesus when the performance artist breaks open some lavish perfume and engages in a sensual inappropriate hair washing. But its not the sensual norms that Judas protests – “we could feed a lot of poor with the money it cost for this!” And that scowl has been retained in waves upon particularly the faces of protestant churches. Lavish design and execution – art as worship has been rigorously lambasted as a violation of the Second Commandment – one of the great heresy of the Roman Catholic Church – ….so here’s how that long debate rubs my question – the defenders of “quality stamped all over it…” might say something like quality construction / aesthetics has eluded Christians for so long – why shouldn’t we adopt the idiom so that we become relevant? So my argument that there’s a value clash between social justice and presentational beauty puts me in the unfortunate position of Judas’scowl – MUST WE (!) be so lavish !?!? when the poor are going hungry? A few readers may not be following so let me be more explicit – “quality stamped all over it” was a mantra chanted by leadership at Cedarville College, my alma mater when I was a student there. Anything a Christian does – they suggested – should have quality stamped all over it. This mantra was then used to explain to critics in their constituency the sometimes lavish choices they made in building their buildings, contracting IBM to hardwire their campus at the front end of the tech curve. And while I was there I didn’t object to this ideology. It’s only in retrospect that it smacks of external obsession, judging our faith based on the perceptions others develop about us (“how’s your ‘testimony’?”). This burner is definitely still simmering…I’m having a hard time seeing through to the multiple issues at stake…"
doc00643,3,"Well it's official the Calgary flames lost the cup. As much as I was hoping they would somehow pull off a miracle and bring the cup back to Canada, you had to agree that Tampa was the better team. Faster and much more talented, they didn't rely on only one person (Iginla) to create all of their scoring chances. I really do love Hockey, I think of all the sports it incorporates everything, fighting, speed, excitement, and has the hardest trophy in professional sports to win. I'm a bit disappointed though that the sport is becoming so Americanized and the changes that are reflected to the game are purely so that it is more marketable in the good ole U.S. of A. So, as a follow up to my Blog yesterday, the drug of choice is Paxil, apparently it won't affect my sex life.&nbsp; Had a good laugh at that, I think the doc thought I was crazy, meanwhile I just kept chuckling every time he said Paxil after that. So we'll see how it goes, I'm always open to new things. In my opinion this is all just another great opportunity to learn something. He also mentioned I needed to lose some weight, almost punched him in the kisser there, but then he said Paxil again, and I chuckled. The good news is I have lost 10 pounds since last week, of course it's mostly water weight, but I'll take the cudo's for it in any respect. My darling daughter Jecynda received a 94% (A) on her end of the year project on the American Bald Eagle (a species with a hair style I can certainly agree with) and I'm extremely proud of her.&nbsp; She spent a very long time researching, reading, and learning about the ABE and then a considerable amount of time putting it all together using paints, articles, pictures, and a whole heck of allot of writing and reading. Which brings up another point, school is almost out, another two weeks and the girls will be home 24/7. Yayyyyyyy!! (Extreme Sarcasm!!) Well at least their is Horse Camp that I will be shipping them off to later in July.&nbsp; :o) I so love my daughters, and I can't wait to do allot this summer as far as camping and some traveling but on the downside, peace and quiet will have left the stage for the next two months, haha. RLB Sex Is Like Air; It's Not Important Unless You Aren't Getting Any"
doc00644,1,"Inspiration is returning Well, this morning I did something I haven't done in really long time - I broke out the guitar and played. Then, as if that wasn't enough, I made a decent recording of my latest favorite song. It's ""Calling The Moon"" written by Dar Williams, though I like the recording by Richard Shindell much better. My mic from my minidisc works like a charm for recording direct to PC, and Cool Edit Pro is an awesome multitrack recording program with effects like reverb and other things that make recording really easy. Today: Hanging around, cleaning and relaxing. Give a call if you're bored, or if you want an mp3 of this morning's efforts."
doc00645,4,"Or maybe retarded, I'm not sure. Well, it's 12:51 AM, and thus far I have spent the first two days of the long weekend drunk. I'm not happy about that. Not because I don't enjoy the drink, but it's because it's forced me to relive memories, like alcohol fueled holograms. So I'm sobering up now (because I'm out of booze) and I'm watching Vanilla Sky (because I have a slight crush on Penelope Cruz). I've been thinking a lot about my mistakes, most of them made with a girl I went out with. It's strange, how the people we are now can be so different, although our names stay the same. How a few accidental moves could change everything. How a book called Awareness could rip me away from who I was. And although I'm a drunk, I'm young enough that it's not yet a problem. Anyway, where was I...oh yeah. It's strange how, if I could go back and change who I was in Vancouver, I don't think I would. Sure, I miss her, but it's like missing a warm hug or a sweet smile. They make you feel good, but do they really do you any good? Hmm. Questions for the undertaker when I see him. Besides that, nothing else is new. I'm going to try and enjoy my Monday off, pushing off work as far as possible. I hope to work on some writing. With some commitment, I should be done by the time my roommate gets back from Vacation. This solitude has been good, in a debauchery kind of way. Good night kids."
doc00646,2,"Entertaining Days Refreshed & recharged from sunny California, the missus and I were an unstoppable unpacking machine. Every night we threw an average of 7 boxes that once held stuff. The missus stood tall in the pocket and continued unpacking while I was at work. Then I would come home and the unpacking continued with full-force until the arrival of the missus' aunt & uncle from Allentown PA. While we did show them around DC in the evening it was they that paid for everything - dinners, drinks, movie tickets, and even house-warming gifts. Good times!"
doc00647,5,"Well I went camping this weekend and that was pretty cool. I went with Ryan my biking buddy and Josh an eleven year old who was my first real person I gave CPR to. I have known Josh now for about 3 years. Ryan I have known for just about a year. He and I are planning another bike campout here next month with plans on going to Devels Lake. Huge area to bike in Wisconsin. I will take photos this time. &nbsp; Other news, well I have made a plan that I am no longer going to pay rent and not own something. It's been a very small dream of mine to live on a sail boat. Every now and again the idea rears it's head up and reminds me of how nice it would be. Ryan's family has a 25' Morgan they want to sell for 3G and that is a great pice concidering it's worth 8G. At the moment it's in limbo. See Ryan does not know if his father sold it yet. I expressed intrest here not to long ago and I dont think Mr. Kyner thinks I was serious. So we are just going to have to wate and see whats going on. I said that I would even concider 1G more to out sell the guy. I called him today and hopefuly there will be something in my favor. There is a lot of things that I have to cincider about living on the boat and I will get more in to that the next time I blog. Things like there is no shower and no washer and dryer (that is the easy one) And what to do about winter and all that. Well, I am off till next blog."
doc00648,5,"urlLink cuthbert, the hounslow rudeboy...apparently i'm good friends with this stranger.&nbsp; urlLink"
doc00649,3,"Remember those lovely pictures of my house I posted just a day or two ago? Well, here's what it looks like this morning: My apologies for the picture quality--it's just that we seem to be having a flood! Here's another view: If it looks like water, that's what it is. See the ""puddle"" on the porch with the umbrellas in it? Well, here's how deep it is compared to my feet: Yes, they are submerged, and no, I'm not standing in the deepest part, this is just what happened when I stepped out the front door. This would be the street in front of our house. Notice there is water nearly to the dividing line: We can't go anywhere, because of the pool at the end of our driveway, and the obvious impediments after that. Mark took one look and went back to bed. I think it's exciting, though. In sort of a sick way. Who says there is no water in Texas?"
doc00650,6,"Man, I'm dying daily untill Friday.... This is going to suck soooo bad if Cam's moving. God... to all the people who don't already know: Cam's dad's all excited about a potential job offer that would relocate his family to Texas... They were originally going to know today whether he got it or not, but the date's been moved to Friday. His mind seems to be made up: he gets the position and they're moving. It'll prolly take like two months to get ready and stuff, but then again there's no guarantee that they'll even be here for Thanksgiving. holy crap, this is going to suck..."
doc00651,1,"PASADENA, California (AP) -- The Mars rover Spirit, after a standstill caused by a cold shadow, rolled another 80 feet toward a crater that it should reach within the next three weeks. ...""Probably another Nazgul,"" said one engineer. ""Usually if you stay still, they ignore you. Besides, we haven't got the ring, anyway."""
doc00652,3,"Happy 4th Oh, yeah, Happy Independence Day. We did nothing whatsoever to celebrate it, although I had grilled burgers on Saturday and ate one (the traditional meal?) on Sunday. My neighbors are setting off their leftover fireworks tonight. Last night was very loud and the dogs were scared. This morning at Starbucks some customers were debating with the baristas whether or not fireworks are legal in the state of Georgia. The customers assumed they must be because there were so many of them last night. (If anyone outside the state of Georgia reads this blog, fireworks are illegal. I wonder why since we have relatively lax gun laws. . .) Science Humor I got a great answer to my question at Ask Miss Science. I had to read it a few times to get comfortable with the formulas, but I walked away from it feeling that yes, I could understand that math. And moreover that I did learn something in high school after all. Somehow I was reminded of one of my very favorite urban legends, urlLink the Barometer story . In searching for that link, I ran across a discussion of college entrance exam urban legends, usually about daring essays for Harvard or Princeton. Here's a few: The question was: What is the bravest thing you've ever done? One student wrote, ""This is."" Another drew a big X across the page. Another wrote, ""Fuck you."" At one school there was an option to write your own essay question. One student wrote, ""Do you play the tuba?"" and answered, ""No."" There were other stories of a student whose entire essay consisted of three words: ""I am terse."" or ""I am concise."""
doc00653,3,"i'm not sure what it is....but i sit here at quarter to midnight, unable to really sleep, tho i am a bit tired....gage is gone all week, so a little reprieve is under way..... you know...sometimes i wonder why my life is the way it is...how i let some relationships go and hold onto others....and for me, sometimes i tend to let the relationships go that meant a great deal at one time, but have become very unhealthy. i usually get to a place where the other person makes me feel less of myself...for a while i think it's them...and then i realize it's ME. i've LET this person make me feel bad about myself, and haven't spoken up until it was way too late to save the relationship. everyone has things to say....sometimes they're exactly what you need to hear, and other times, they cut to the quick. and what's funny, is that sometimes neither party realizes the potential of what they're saying. sometimes it's like a tiny scratch...you put up with it, because it's not so painful...and it goes away. other times, you get scratched again and again, and then get to the point where you no longer can take it....and wind up wounding the paw of the cat who scratched you so deeply that they never come back for you to pat them again. it's kind of like the words of two people with whom i was so very close, but by whom i got hurt so many times. i don't hate these two people....and sometimes parts of me wishes that i could get these two back in my life...but things would never be what they once were. nor would i want them to be. for me, i think sometimes it would be enough to let them know that i'm thinking of you. when i buy a movie that i've heard them talk endlessly about, or finish a scrapbooking page that i know they'd be proud of. but never would i want things to be the way they were toward the end, for i wouldn't want to feel that way about myself again. it's funny, the twists and turns that life takes. every day i'm learning to depend more and more upon myself...and to like who i am."
doc00654,6,"Forty One: Day after day Train your heart out, Refining your technique: Use the One to strike the Many! That is the discipline of the Warrior."
doc00655,3,"VEGAS BABY! I mean, TAHOE BABY!"
doc00656,3,"I have recently&nbsp;compiled several library instruction&nbsp;bibliographies for the urlLink Infography .&nbsp;&nbsp; These are: urlLink The Infography about Library Instruction urlLink The Infography about the History of Library Instruction From the Infography: This reference tool enables a student, librarian, or teacher to identify superlative sources of information about a subject of inquiry, viewed through the lens of expert opinion. The subject specialists who select the citations published in The Infography are urlLink professors, librarians, and other scholars who know the literature about their subjects of expertise, who know which information sources are seminal for research. The Infography (in-fóg-ra-phy) serves as the antidote to information overload and qualitatively suspect sources. It integrates citations to books, Internet sites, journal articles, and other sources that provide excellent information. Each subject entry in The Infography refers the learner to six highly recommended sources of information, and most subject specialists also include a longer list of other worthwhile sources for further research. Librarians depend upon citations to good information in order to serve their patrons and institutions, and The Infography brings quality, efficiency, comprehensive scope, and precise focus to their reference readiness. It invigorates their response to the most common question in libraries, ""Can you help me find good information about this topic?"" Students can best engage the process of learning if they first read the finest sources of information before deepening their survey of the literature. Such ""top-down research"" begins with the reading recommendations of the professors and other subject specialists who share their wisdom through The Infography."
doc00657,2,"Young Muslim woman strives to reconcile her two worlds Sunday, July 18, 2004 By Michael J. Bowers &nbsp; After hearing for several weeks about the mean debate over whether three Muslim men should be allowed to build a mosque in Orland Park, I decided to attend the climactic village board meeting on June 21. &nbsp; I expected bitterness, and I got it. Forty-four people, most of them opposed to the mosque, addressed the board. Some of the things they said embarrassed me. &nbsp; On the other hand, a few mosque supporters said things I thought were unnecessarily hostile. &nbsp; In other words, neither side was completely right, and neither side was completely wrong. &nbsp; The debate is now moot, of course. The board voted unanimously to approve the mosque plan. Indisputably, it was the right thing to do. Construction will begin by September. &nbsp; In the meantime, one moment stands out: when 23-year-old Huda Krad, daughter of one of the mosque founders, addressed the hecklers. &nbsp; ""I am so scared right now,"" she said in a voice that trembled just slightly. To many, she said, the mere fact she wears a head covering makes her a ""degraded creature."" &nbsp; ""I was born and raised in this country,"" she said. Yet, ""I feel there is nothing I can say to people here to convince them I am a good person."" &nbsp; Huda's words reminded me of ""The Elephant Man,"" the 1980 movie about the Englishman John Merrick.&nbsp; Merrick was born in 1862. As a child, he developed an unsightly facial growth that earned him scorn and cruelty. &nbsp; The climax comes when a group of men chase the adult Merrick into a train station. He turns and confronts his tormentors: ""I am not an animal! I am a human being! I ... am ... a man!"" &nbsp; Not to say Huda is unsightly. Far from it. However, I heard in her words in Orland Park in 2004 the same fear that John Merrick must have felt at the hands of unthinking people in London in the late 1880s. &nbsp; And I wondered what it must be like to grow up with one foot in secular America and the other in Islam. &nbsp; So one pleasantly cool night recently, Huda and her parents graciously welcomed me into their home on a quiet street in Palos Heights. &nbsp; The four of us talked about many compelling issues. But eventually the conversation turned to the central issue: the mosque. &nbsp; I congratulated the family on their success, and I acknowledged a few of the opponents were a bit ignorant. &nbsp; But still, I said, do not these people deserve a little bit of understanding? Are there not many Muslims in America who do resent their host country? &nbsp; I gave a couple of examples. It pained the Krads to hear them, and it pained me to speak them. But I think the issue is central to the conflict. It must be discussed. &nbsp; One example came from a report in the Arizona Republic from November 2001. A 22-year-old man named Moayaad Hamad, wearing a Polo shirt, Nikes, Levi's jeans and a cell phone, said: ""It's getting to the point where I hate being here. … I don't think many (Muslims) are willing to say this, because they are afraid to say it. … The Koran doesn't justify taking out the World Trade Center, but Islam means not just peace, but freedom. You have to defend yourself."" &nbsp; Here Huda's father, Mohamed, spoke up: ""I think Americans have all the right to be scared. I am scared myself. bin Laden would call me an infidel."" &nbsp; Huda added that Muslims are engaged in a fierce struggle over who owns Islam. The killers have seized the good name of her religion. &nbsp; ""They changed the name, and they manipulated the name, and they spit it back at the people,"" she said. &nbsp; ""And now we have to reclaim the name."" &nbsp; Here I realized radical Islam despises not only the West; it also despises any Muslim who dares cooperate with the West. In Baghdad, these three wonderful people would be marked for kidnapping just as soon as I. &nbsp; Huda believes peaceful Muslims eventually will win the struggle. She passionately believes the solution is simple: People like Moayaad Hamad, the resentful young Muslim man in Arizona, must replace their ignorance with education. &nbsp; I believe her. But in the meantime, I fear many more good people will suffer violent death. A few days after we met, I discussed my conclusion with Huda by e-mail. &nbsp; Huda was disappointed. ""After sitting with you and talking about this,"" she said, ""I'm saddened that I could not instill more hope for you. … Hope is what the people of Orland Park need now."" &nbsp; But, Huda, I said: My conclusion is pessimistic because I am pessimistic. For example, a London Guardian poll taken in March shows that 13 percent of British Muslims believe another attack like 9-11 would be justified. &nbsp; Huda, give me reason to hope, I said. Convince me. &nbsp; Huda responded by citing the Civil War. ""President Lincoln had many around him that spoke of all the death that was happening."" Blood flowed in rivers. ""How many people asked the question, 'How many more people have to die?' &nbsp; ""And when they asked that question, why didn't Lincoln share in their pessimism? I'll tell you why. Because he didn't look at the situation through a microscope. ... He looked at the situation with a greater vision."" &nbsp; Hope is not an option, Huda said. It is an obligation. It is essential for change. Without hope, failure is guaranteed. &nbsp; And so I promised Huda I would hope. &nbsp; I will hope even more when we finish off the resistance in Iraq. &nbsp; I'm not sure, but I think Huda would agree with me. &nbsp; ## &nbsp; &nbsp;"
doc00658,3,"I stayed up till 2 AM last night finishing this one. I think this was the first ""history"" I've ever read outside of reading for school-- I'm a novel junkie-- but it was no issue for me; this peculiar little account reads like a novel. Winchester tells the story of a professor (the primary editor of the Oxford English Dictionary , James Murray), and of a madman (Dr. William Minor, an instutionalized schizophrenic [but originallly placed in Broadmoor for murder, not necessarily illness], who voluntarily procured thousands of the famous quotations found in the OED while living in his two book-lined asylum cells.) Meticulous by day and ""mad"" by night, it's fascinating for me to consider whether or not Minor's schizophrenia might've enabled him to contribute so widely to the dictionary. Mainly, however, this book is about how these two exraordinarily different men's lives intertwine to create one Oxford English Dictionary . Their story is remarkable. Here are two excellent links: urlLink NPR Interview with Winchester urlLink Official Simon Winchester page This specific page to which I'm linking deals with Madman ."
doc00659,3,"National Coverage What agencies, institutions, and companies blanket the country with their products, and what ones fail? Quite a few private institutions give up the ghost in the inner mountain area. Bank of America: I didn’t find one between Missoula and Kansas City Sprint: Didn’t offer coverage from Missoula to Kansas City, and is not working in the Appalachians either. Chevron: Quite scarce from Missoula to Kansas City The New York Times: the last time we travelled across the country, I couldn’t find the Times between Walla Walla and Iowa City. But this time, we found it in small footholds almost everywhere. We didn’t get it today, but that’s because we didn’t really look. I’m sure we could have found it in Louisville. And we didn’t get it on Saturday, when we were in KC, but we could have—we got the Sunday Times there. NPR: While the Times holes up in liberal bastions like Missoula, Jackson, or Laramie, NPR is really almost everywhere. So you can get intelligent, liberal opinion everywhere. CNN/Fox/Networks: Cable is everywhere, so you can also get bad reporting and inane shows. Fortunately, where there is cable, there is HBO so you can get good Sunday night television. Espresso/Latte: Despite the idea that latte is a vice of the effete Blue States, in fact we saw drive-through espresso and latte stands everywhere. The baddest cowboys in the biggest, dustiest pick-ups seemed to be just as likely to stop there as professionals in European cars. Safeway: Provides every kind of product you could imagine everywhere in the U.S. The most remote places we travelled had Safeways with bagels and blue berries and every other exotic delicacy."
doc00660,3,"Good morning all from beautiful Baton Rouge. I'm here in the Coates computer lab trying my best to not fall asleep or be attacked by the serial killer. What better way to at least stay awake (not sure how SK feels about blogger) than to post an entry to my site....so here we go Last night was awesome because I had my first taste of crawfish and beer with my dear friend Candace. We went to Sammy's on Highland Road, and I highly recommend everyone in BR to try that place out. It was the first time I had been there, but the crawfish were excellent and the beer was ice cold...nothing like that southern culture! After we ate, we went to the casino...I got home to my roommate telling me that I spend far too much time at the casino and that I should not go as often. Then everyone agreed with her, so I guess we will have to see if I can cut back or something. Today I will be going home when I get off of work....I actually am looking forward to spending the entire night with my family at my house. Bobby will be coming over to watch a movie with me later tonight, so I will get to see him as well. But it has been a while since I got to hang out with my parents and just spend time at home. Tomorrow, I will be going to Harrah's to see if I can get me a spot on Wheel of Fortune! How cool is that? I really don't even care if I get on the show, I just wanna spin the wheel! Upcoming events in my life include LMT DCON next weekend, which should be interesting since we have very few, if any, announced candidates. Beyond that is my birthday, and the night before my birthday, I will be going to see a taping of the Late Late Show with Craig Kilborn. How awesome is that?? Bobby scored 6 free tickets, so Im excited about that, especially since LSU CKI had the chance to get tickets and they chose a day that I had night class. It still sucks for all the other LSU members who also had night class, but I guess when the board wants to go on a Tuesday, you go on a Tuesday. Speaking of LSU CKI, it's gaining a higher tone of being pathetic every week. Attendance at meetings has dopped to the old board, the new board, the committee chairs, and Eddie. Something needs to be done and fast, and I hope that the new board will be strong enough to overcome what has happened to what used to be a great club in its time in office. But that's enough of that, I could say more, but it wouldn't be nice and I am in a good mood. Got a phone call last night from a good friend I hadn't heard from in a while....he was drunk and hanging out around midnight with some of his friends from work. It was great talking to him, despite that I had been asleep and he was smashed. Hopefully, we will get the chance to hang out and catch up pretty soon. My phone also rang at 540 this morning, which I was less than happy about...a number that looks familiar, but I cannot pinpoint why. Oh well Oh yeah, and I am going to Houston for Soring Break!!!!!!!!!!! How fun will that be? That's enough for now....everyone have a good weekend!"
doc00661,5,"Heylo! It's only me.... I 'm not really sure what to write.... Kes i'm sure you will get to glastonbury in the end, quite how though i dont know! I will get to Paris and all will be fine and dandy. I was doing yoga in my front room at about 1oclock this morning; Anna thought it would be fun!!! Its not!!! Heehee lalalala...... Had better go revise mwah xx"
doc00662,6,Arrgh wish people would stop sending me all those emails with those stupid inspirational stories about how you should treasure your loved ones or how you should live each day to its fullest because I honestly do not give a damm and I find them extremely annoying. Didn't do much today at the lab ...well actually i spend quite a while trying to figure out how to set a Gwen Stefani jpeg as the wallpaper for my workstation and finally manage to do it with the help of my colleague. Sigh now thats one person I dun think i will ever get tired of looking at! Other than that did nothing much went for a pretty long lunch at NIE and a couple hours later a pretty long teabreak. Ya sounds very slack I know but this is the last day I'm gonna be able to do that. Cos tommorow I am signing the deed/contract and I officially start my work from thursday. Which also means i got to be there by 9:00 am instead of 11 am like i do now. But there is a problem my bro-in-law who is one of my sureties tommorow lost his IC and Miss See See specifically said that we have to bring our IC. He has a temporary IC so i hope that will suffice but i am gonna call her tommorow to make sure.
doc00663,3,"The radio anounces that hillary rodham is about to speak. I've bowed before the blue glow god most of the afternoon. with the rest of the day i've filled myself with corporate liquid sweetness (i.e. starbucks venti mocha frappachino). What am I done with? art. most all of it. unless it... A) entertains me and/or provokes tangible reflection or mental stimulation or B) is a commercial/financial success in: billboards, magazine ads, blimps, coke, mcdonalds, budweizer, thomas kinkade out: jackson pollock, 'art' that isn't nice normal and clear like a photograph. I am also done with wine. It is all wine to me. don't talk about blah blah 1995, merlot, blah, blah, rich, dry, blah, blah it's wine, you can describe it, say whatever you want to, but all i hear is, ""wine? wine wine wine wine. wine wine wine."" And wine is red. If you pour me something that isn't red that you call wine, I'll pour it either on the ground or your face and call you a fool. also, what hasn't coke bought the moon and made a huge billboard out of it? i would. a huge ""coke"" light in the sky. that's money baby. throw down a cool bill and make a spaceship and make the moon say ""coke' it's that simple. matt miller wants me to go to estonia and russia with him, billy and dan want me to go to mexico and cuba with them. trevor wants me to go to vietnam and thailand with him. I think I'll do it all and just be poor."
doc00664,6,"Apparently English is fast becoming the lingua franca of of the EU which means we will no longer have to shout at waiters abroad. Yay! And who is responsible for this urlLink rise to prominence for our language in Europe ? That'll be the Eastern Europeans who the urlLink Daily Mail wanted to keep out as they would be damaging UK culture or something. And scrounging benefits. And eating babies. Instead they are making it easier for us to go on holiday. Their second language, if they have one, is nearly always English as they don't like Russian having spent years under Russian rule, don't like German (something to do with Hitler) and they don't like French (something to do with France). With the arrival of all these English speakers French and German are being marginalised. The only thing to find out now is whether I can sue the school system for making me sit through all those shite French lessons - for nowt!"
doc00665,2,urlLink Prototype for TB2&nbsp; urlLink
doc00666,3,"Time..will you freeze for me Just for a while Don’t go too fast, I can’t catch you Time, I used to wish you could go back Wished I could re-run you I can’t, can I ? Time Will you freeze for me I want to look at myself without scared of Running of you having my heart broken after falling in love Losing my dearests Hurting someone That’s why… Time, will you freeze for me?"
doc00667,4,I can't get in touch ya Linds :( Either your phone or mine isn't picking up your signal from Alabama :( Hope things are going well.
doc00668,2,NA
doc00669,1,Hannah!!! Where the hell are you?????
doc00670,5,yea so i get up at 8 oclock after being up till lke 2 playing with garrett online and stuff ... so aija can tell me shes tired lol what the eff im fucking tireder than her ... i had less sleep so i dunnbo i went back to sleep for a few hours and she did too and she still doesnt wanna get up ... wtf
doc00671,4,"Human sacrifice, dogs and cats living together...mass hysteria! Or not. Last night the actions of just one trader revealed the shaky confidence of bullish TerrrorXchange investors. My portfolio dipped 30%, fortunately I had enough for a feeding frenzy in the morning. I'm up to 95% of my previous holdings, with an even better outlook tomorrow."
doc00672,2,"Two Things Everyone Should Know Give me a couple days to confirm the universality of this, but it appears urlLink Chipotle has changed its salsa recipes. I grew suspicious on Monday when my meal was provided ""on the house"" after i asked for chips and salsa (maybe i should explain that I have a handful of ""usual"" items which half the employees have memorized... ). Why am I being offered free food from people who know I will be back every other day until I change jobs or they change their salsa recipes? A-HA! Sure enough... The sacred has been defiled. Green Chili (aka crack-cocaine aka medium-hot) has been turned into a horrid parody of itself, a tomato-y edge gives it the flavor of a watered-down generic jar salsa. Chili-Corn (aka medium aka THE CORN) supposedly has a stronger onion flavor. Mild (aka tomatoes aka mild) is indistinguishable to me so far but may have a little less cilantro. Red Chili (aka chiles de arbol aka ---> HOT > Give out a holler if you're hearing me on this, but there was the Word of God and then there was Green Chili salsa from Chipotle. The divine spoke through us through these things and now we're stuck with the NIV of both. Yeah, it's all there... but where's the poetry? Do you feel it? Crisp, clean salsa taste found nowhere else... Gone. urlLink Full Post and Comments"
doc00673,2,urlLink not-stalgia
doc00674,4,"&emailalert=no&email=adgrant@indiana.edu&url=http://closeproximity.blogspot.com&name=Proximity&bgcolor=003399&fcolor=FFFFFF&link=FFFFCC&words=comments&title=Comments &width=350&height=350""> PS..where the everyone? Its not christmas time yet and although its the beginning of Chanukah at sundown tonight...i need some holiday blogging in a major way."
doc00675,5,"really feel so sad n confuse now.dono reali how should i take my frenz as. should i stop contact them n carry on with my life wif my family&airlia n sch frenz onli?? i reali dono. i think i should quit my job so tat i wont be seeing them.is not i hate them.is jus tat,i wana avoid. dono wad they r thinking.if they reali don wish tell me their problems,i don mind. onli deviana can be trusted. onli she wont slip my secret out. maybe i don mean to have a true fren. i am thinking so much of things which is extra. but izzit true tat every problem have a way to solved??? i dono. n for my dar, i am feeling tired. yest wen quarrel,actually wana tell her, i don wan be wif her le. but i din. cuz i noe, is me angry den will lidat think.i don wana regret. everytime quarrel wif her,reali so wish to leave her n don ever care her. but i cant. i jus don wish to regret. many peoples think tat lesbians is the most suckest thingz. but y am there still so many lesbians n gay. reali wan see tat my family can reali accepted the way i am now. i dono abt the future n i don bellieve forture teller. but i noe, me n her cant be forever. one day, it will be she leave me or i leave her. we r not mean together. cuz we onli quarrel. everyday quarrel, our relation wont be gd at all. if can, i wana be wif her forever. i noe many peoples think tat i am silly n childish in thinking tis way, but i don care. jus tat i should follow my feelings. n tis is my reason for living. i wana be in love, i wana been loved by her. n tats all. i really wana get back to last time wif my baobeix.nv laugh till very happily le. cuz i was not happy. although i have the things i wanted. i noe who betray me le, is shipei. is tat ger who i treated as my jiemei. is her. wad have i done to receive all tis. i don wana noe if it was her. haiz.."
doc00676,2,"Can you imagine Bobby Orr, Ray Bourque, and Cam Neely on the same Boston Bruins team? Well, yesterday, my favorite comedian and fellow hockey fan, Denis Leary, sponsored a celebrity hockey game benefiting the Boston Firefighters. They successfully raised $500,000 ($673,000 Canadian) for the worthy cause. You can read the results of that game at this link on urlLink NHL.com"
doc00677,4,"well, i'm getting back to life again. Things have been up and down but God's really spoken to me a lot. I guess urlLink Comet's death was harder for me than i thought. It's funny how God uses these times that we're vulnerable to really do deep stuff. Just as I've been unsure about my heart and asking him about my future... I've gotten about 10 prophetic words from people telling me exactly what I've been asking God for. They all keep saying things like ""God wants you to step out,"" ""Step into prophetic worship,"" ""Dig into intimacy."" I have really been wanting a greater depth in my God-relationship... urlLink Don Potter really challenged me last Friday night about living in that most Holy and intimate place. When my buddy Bill and I went out to dinner with him, everything he kept saying was something like ""I've just dug right into God... I don't live for other people at all anymore... it's just Him."" I waited patiently for the LORD to help me, and he turned to me and heard my cry. 2 He lifted me out of the pit of despair, out of the mud and the mire. He set my feet on solid ground and steadied me as I walked along. 3 He has given me a new song to sing, a hymn of praise to our God. Many will see what he has done and be astounded. They will put their trust in the LORD. 4 Oh, the joys of those who trust the LORD, who have no confidence in the proud, or in those who worship idols. 5 O LORD my God, you have done many miracles for us. Your plans for us are too numerous to list. If I tried to recite all your wonderful deeds, I would never come to the end of them... urlLink Psalms 40 ."
